"Id","Code","Name","Standard Class","Domain","Vocab","Validity","Concept"
1112839,198464,"aspirin 300 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112840,198465,"aspirin 324 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112841,198466,"aspirin 325 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112892,198467,"aspirin 325 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112893,198468,"aspirin 325 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112894,198469,"aspirin 325 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112896,198471,"aspirin 500 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112897,198472,"aspirin 60 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112898,198473,"aspirin 600 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112899,198474,"aspirin 650 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112900,198475,"aspirin 650 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112901,198476,"aspirin 80 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112922,198477,"aspirin 162 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112923,199281,"aspirin 300 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1112958,211822,"aspirin 162 MG Delayed Release Oral Tablet [Halfprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1112960,211832,"aspirin 81 MG Chewable Tablet [St. Joseph Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1112961,211833,"aspirin 81 MG Delayed Release Oral Tablet [Ascriptin Enteric]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113013,211835,"aspirin 81 MG Delayed Release Oral Tablet [Halfprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113014,211871,"aspirin 325 MG Oral Tablet [Aspir-trin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113015,211873,"aspirin 325 MG Oral Tablet [Aspirtab]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113016,211874,"aspirin 325 MG Oral Tablet [Bayer Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113017,211877,"aspirin 325 MG Oral Tablet [Empirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113018,211878,"aspirin 325 MG Delayed Release Oral Tablet [Entercote]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113019,211879,"aspirin 325 MG Oral Tablet [Gennin-FC]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113021,211881,"aspirin 325 MG Oral Tablet [Norwich Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113052,211882,"aspirin 325 MG Oral Tablet [Ridiprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113053,211884,"aspirin 325 MG Oral Tablet [Uni-Tren]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113055,211887,"aspirin 500 MG Oral Tablet [Bayer Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113057,211891,"aspirin 500 MG Oral Tablet [Norwich Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113058,211892,"aspirin 500 MG Oral Tablet [Valomag]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113059,211893,"aspirin 81 MG Oral Tablet [Acuprin 81]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113091,238144,"aspirin 130 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113112,238145,"aspirin 195 MG Rectal Suppository","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113114,243663,"aspirin 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113115,243664,"aspirin 60 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113117,243671,"aspirin 600 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113118,245389,"aspirin 325 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113120,245993,"aspirin 300 MG / methylprednisolone 1.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113143,246461,"aspirin 100 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113144,247137,"aspirin 650 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113145,247138,"aspirin 850 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113147,248659,"aspirin 100 MG / dipyridamole 100 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113149,249285,"ascorbic acid 200 MG / aspirin 500 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113173,251736,"aspirin 125 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113176,252498,"aspirin 150 MG / pyridinolcarbamate 250 MG Extended Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113237,312287,"aspirin 325 MG / pentazocine 12.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113240,315411,"aspirin 125 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113241,315412,"aspirin 130 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113262,315413,"aspirin 150 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113263,315414,"aspirin 165 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113264,315415,"aspirin 195 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113265,315416,"aspirin 240 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113266,315417,"aspirin 260 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113267,315418,"aspirin 300 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113268,315419,"aspirin 324 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113270,315422,"aspirin 400 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113271,315423,"aspirin 486 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113302,315424,"aspirin 500 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113303,315425,"aspirin 60 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113304,315426,"aspirin 600 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113305,315427,"aspirin 65 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113306,315428,"aspirin 650 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113307,315429,"aspirin 75 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113309,315431,"aspirin 81 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113310,315432,"aspirin 850 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113311,315433,"aspirin 975 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113342,317297,"aspirin 120 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113343,317298,"aspirin 162 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113344,317299,"aspirin 200 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113346,318272,"aspirin 81 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113347,329291,"aspirin 80 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113348,329292,"aspirin 100 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113349,329294,"aspirin 421 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113350,329295,"aspirin 25 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113351,329547,"aspirin 228 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113373,332336,"aspirin 520 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113375,333834,"aspirin 60 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113376,333837,"aspirin 100 MG Chewable Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113378,335933,"aspirin 389 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113379,335953,"aspirin 250 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113381,335993,"aspirin 210 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113407,336453,"aspirin 454 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113408,336456,"aspirin 648 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113409,336536,"aspirin 180 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113410,336537,"aspirin 380 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113411,336566,"aspirin 224 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113492,336645,"aspirin 330 MG","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113496,346314,"aspirin 5.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113499,351756,"aspirin 325 MG Delayed Release Oral Tablet [Aspir-trin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113501,384663,"aspirin 10 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113532,384667,"aspirin 6.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113541,432389,"aspirin 80 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113562,432481,"aspirin 325 MG / oxycodone 2.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113563,432638,"acetaminophen 250 MG / aspirin 250 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113566,484491,"aspirin 81 MG / carbidopa 3.125 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113573,637542,"aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [Percodan]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113576,685588,"aspirin 1.5 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113577,685589,"aspirin 1.5 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113578,685767,"aspirin 1.63 MG/ML","Clinical Drug Comp","Drug","RxNorm","Valid","Standard"
1113580,724547,"aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet [Endodan]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113581,724614,"aspirin 325 MG / oxycodone hydrochloride 2.25 MG / oxycodone terephthalate 0.19 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113614,747211,"aspirin 81 MG Disintegrating Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113615,747236,"aspirin 81 MG Disintegrating Oral Tablet [Fasprin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113616,749795,"aspirin 81 MG Delayed Release Oral Tablet [St. Joseph Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113617,794229,"aspirin 81 MG Delayed Release Oral Tablet [Bayer Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113618,795728,"aspirin 488 MG Delayed Release Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113722,825181,"aspirin 81 MG Oral Tablet [Bayer Aspirin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113730,848166,"aspirin 500 MG Oral Tablet [Bufferin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113731,848768,"aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113752,848772,"aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet [Percodan Reformulated May 2009]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113753,848928,"aspirin 325 MG / oxycodone hydrochloride 4.84 MG Oral Tablet [Endodan Reformulated May 2009]","Branded Drug","Drug","RxNorm","Valid","Standard"
1113754,849315,"aspirin 325 MG / propoxyphene napsylate 100 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1113755,849316,"aspirin 325 MG / propoxyphene hydrochloride 65 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1126877,243682,"acetaminophen 120 MG / aspirin 260 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1126878,243694,"acetaminophen 194 MG / aspirin 227 MG / caffeine 33 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1127104,284282,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Ex-Pain]","Branded Drug","Drug","RxNorm","Valid","Standard"
1127899,359221,"acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1128013,432644,"acetaminophen 200 MG / aspirin 300 MG / caffeine 45 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1128197,545875,"acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet [Levacet]","Branded Drug","Drug","RxNorm","Valid","Standard"
1128698,723533,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Anacin Advanced Headache Formula]","Branded Drug","Drug","RxNorm","Valid","Standard"
1128828,763111,"acetaminophen 325 MG / aspirin 500 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134440,198479,"aspirin 400 MG / caffeine 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134511,211292,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Anacin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134552,211293,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Aspircaf]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134553,211294,"aspirin 400 MG / caffeine 32 MG Oral Tablet [CP-2]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134554,211295,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Genasan]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134555,211296,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Major-Cin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134556,211297,"aspirin 400 MG / caffeine 32 MG Oral Tablet [P-A-C Analgesic]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134557,211299,"aspirin 400 MG / caffeine 32 MG Oral Tablet [Q-Acin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134560,211311,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fiormor]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134561,211312,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Fiortal]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134732,211313,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Isollyl]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134733,211314,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule [Laniroif]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134735,211333,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiorinal]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134736,211334,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiormor]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134737,211335,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fiortal]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134738,211336,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Fortabs]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134739,211337,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Idenal]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134740,211338,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Isollyl]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134741,211339,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet [Laniroif]","Branded Drug","Drug","RxNorm","Valid","Standard"
1134769,238134,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134770,238135,"aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134811,243683,"aspirin 400 MG / caffeine 32 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134832,243685,"aspirin 421 MG / caffeine 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134834,245393,"aspirin 325 MG / caffeine 30 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134837,247827,"aspirin 325 MG / caffeine 16.2 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134839,247867,"aspirin 325 MG / caffeine 4 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134840,247878,"aspirin 325 MG / caffeine 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134841,247892,"aspirin 325 MG / caffeine 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134862,247935,"aspirin 81 MG / caffeine 8.1 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134864,248628,"aspirin 500 MG / caffeine 40 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134902,251432,"aspirin 300 MG / caffeine 25 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1134903,251731,"aspirin 400 MG / caffeine 22.7 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135287,427479,"aspirin 325 MG / caffeine 15 MG / quinine 1 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135288,432716,"acetaminophen 200 MG / aspirin 250 MG / caffeine 50 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135289,432723,"aspirin 325 MG / caffeine 32 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135290,432892,"ascorbic acid 60 MG / aspirin 500 MG / caffeine 20 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135291,432893,"ascorbic acid 240 MG / aspirin 400 MG / caffeine 20 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135355,695963,"aspirin 650 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135360,763116,"acetaminophen 260 MG / aspirin 520 MG / caffeine 32.5 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135361,795727,"aspirin 228 MG / caffeine 32.5 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135445,827318,"acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135447,828585,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135448,828587,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 32 MG Oral Capsule [Darvon Compound]","Branded Drug","Drug","RxNorm","Valid","Standard"
1135449,828594,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135463,834784,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1135464,834786,"aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule [Darvon Compound]","Branded Drug","Drug","RxNorm","Valid","Standard"
1135465,849314,"aspirin 227 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1143409,244956,"acetanilide 60 MG / aspirin 180 MG / caffeine 15 MG / ephedrine 30 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1145531,2360605,"acetaminophen 500 MG / aspirin 500 MG / caffeine 65 MG Oral Powder","Clinical Drug","Drug","RxNorm","Valid","Standard"
1145982,2372235,"aspirin 500 MG / phenyltoloxamine citrate 15 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1145983,2372236,"aspirin 500 MG / phenyltoloxamine citrate 15 MG [Momentum tradename]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1145984,2372237,"aspirin 500 MG / phenyltoloxamine citrate 15 MG Oral Tablet [Momentum tradename]","Branded Drug","Drug","RxNorm","Valid","Standard"
1145985,2372242,"acetaminophen 162 MG / aspirin 162 MG / phenylpropanolamine hydrochloride 20 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1145988,2372246,"aspirin 1.63 MG/ML / phenylpropanolamine bitartrate 0.1 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1164143,213371,"aspirin 262.5 MG / caffeine 32.5 MG / salicylamide 30 MG Oral Tablet [Emagrin]","Branded Drug","Drug","RxNorm","Valid","Standard"
1164309,545871,"acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet","Clinical Drug","Drug","RxNorm","Valid","Standard"
1360939,2174513,"aspirin 10 MG/ML / brompheniramine maleate 0.04 MG/ML / dextromethorphan hydrobromide 0.2 MG/ML / phenylpropanolamine hydrochloride 0.4 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1360944,2174520,"aspirin 5.5 MG/ML / chlorpheniramine maleate 0.0338 MG/ML / dextromethorphan hydrobromide 0.169 MG/ML / phenylpropanolamine hydrochloride 0.408 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1360947,2174523,"aspirin 8.46 MG/ML / brompheniramine maleate 0.0338 MG/ML / dextromethorphan hydrobromide 0.169 MG/ML / phenylpropanolamine hydrochloride 0.338 MG/ML Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1361018,2176259,"aspirin 250 MG / caffeine 50 MG Oral Capsule","Clinical Drug","Drug","RxNorm","Valid","Standard"
1510763,2047427,"{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet) } Pack","Clinical Pack","Drug","RxNorm","Valid","Standard"
1510764,2047428,"{100 (acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin]) / 24 (acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet [Excedrin PM Triple Action]) } Pack [Excedrin PM Triple Action Caplets and Exce...","Branded Pack","Drug","RxNorm","Valid","Standard"
1537529,2563424,"aspirin 325 MG [Vazalore]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1537530,2563425,"aspirin Oral Capsule [Vazalore]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
1537533,2563428,"aspirin 325 MG Oral Capsule [Vazalore]","Branded Drug","Drug","RxNorm","Valid","Standard"
1537534,2563430,"aspirin 81 MG [Vazalore]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1537535,2563431,"aspirin 81 MG Oral Capsule [Vazalore]","Branded Drug","Drug","RxNorm","Valid","Standard"
1592329,1925789,"aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG [Alka-Seltzer]","Branded Drug Comp","Drug","RxNorm","Valid","Standard"
1592330,1925790,"aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG Effervescent Oral Tablet [Alka-Seltzer]","Branded Drug","Drug","RxNorm","Valid","Standard"
1592500,1872084,"aspirin / citric acid / sodium bicarbonate Granules for Oral Solution","Clinical Drug Form","Drug","RxNorm","Valid","Standard"
1592501,1872085,"aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Granules for Oral Solution","Clinical Drug","Drug","RxNorm","Valid","Standard"
1592502,1872086,"aspirin / citric acid / sodium bicarbonate Granules for Oral Solution [Alka-Seltzer]","Branded Drug Form","Drug","RxNorm","Valid","Standard"
1592504,1872088,"aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Granules for Oral Solution [Alka-Seltzer]","Branded Drug","Drug","RxNorm","Valid","Standard"
